DOY,MeanT,Rain,MeanPET
140,10.75,1.26,1
141,10.19,2.66,1
142,9.423,0.8,0.9
143,9.337,1.41,0.8
144,9.327,4.51,0.7
145,9.34,9.76,0.7
146,9.73,2.04,0.7
147,9.73,1.74,0.6
148,9.618,0.56,0.7
149,9.318,2.4,0.7
150,8.536,2.04,0.7
151,8.317,0.21,0.6
152,8.516,1.31,0.6
153,8.418,3.79,0.6
154,8.566,1.77,0.5
155,8.579,1.49,0.6
156,8.678,3.03,0.5
157,8.684,1.46,0.6
158,8.843,1.24,0.4
159,8.749,1.3,0.7
160,8.061,1.04,0.6
161,8.657,0.34,0.5
162,9.56,4.43,0.5
163,9.823,6.05,0.7
164,9.783,8.17,0.6
165,9.467,2.21,0.6
166,9.063,1.61,0.8
167,8.56,1.01,0.6
168,8.373,3.53,0.5
169,8.39,1.28,0.5
170,8.613,1.65,0.5
171,9.27,2.89,0.5
172,9.069,5.34,0.3
173,8.359,3.52,0.4
174,8.063,1.61,0.5
175,7.707,1.68,0.5
176,7.581,1.2,0.5
177,7.989,1.95,0.5
178,8.656,1.19,0.7
179,8.63,1.19,0.6
180,7.981,6.04,0.7
181,7.364,5.19,0.5
182,7.378,3.24,0.5
183,7.397,1.17,0.6
184,7.619,0.91,0.6
185,7.691,1.56,0.7
186,7.531,6.68,0.6
187,7.688,6.67,0.5
188,7.581,2.31,0.6
189,7.412,3.41,0.7
190,7.509,1.79,0.5
191,7.628,3.49,0.7
192,7.519,5.95,0.5
193,7.763,4.93,0.7
194,7.794,4.74,0.6
195,7.572,4.81,0.7
196,7.809,2.69,0.5
197,8.081,2.11,0.6
198,8.413,2.02,0.7
199,8.422,5.37,0.6
200,8.359,3.25,0.6
201,8.597,1.56,0.7
202,8.734,2.13,0.7
203,8.753,0.82,0.8
204,8.828,3.82,0.7
205,8.931,6.67,0.8
206,8.553,2.44,0.6
207,7.916,1.4,0.8
208,7.713,2.21,0.8
209,7.963,1.05,0.9
210,8.041,0.24,0.9
211,7.831,3.23,1
212,8.062,3.11,0.8
213,8.075,1.99,1
214,8.419,1.83,0.9
215,9.416,1.65,1
216,9.562,2.24,0.9
217,9.025,4.04,0.8
218,8.309,3.37,0.9
219,8.359,1.4,0.9
220,9.019,1.2,1
221,8.831,3.53,1.1
222,7.819,1.48,0.9
223,7.328,1.81,1
224,7.744,1.95,1
225,8.063,0.89,0.9
226,8.588,0.66,1.1
227,8.534,2.71,1
228,7.959,2.7,1
229,8.425,4.7,1.2
230,8.925,2.88,1.1
231,8.95,3.47,1.2
232,8.906,2.23,1
233,8.678,1.85,1.2
234,8.55,0.52,1.2
235,8.694,2.28,1.1
236,8.831,1.16,1.3
237,8.819,0.92,1.2
238,9.122,1.49,1.3
239,9.884,2,1.5
240,9.856,1.16,1.4
241,9.728,0.4,1.5
242,10.08,1.44,1.3
243,9.89,3.39,1.4
244,9.192,2.23,1.4
245,9.116,1.16,1.5
246,9.802,1.59,1.5
247,9.826,3.17,1.6
248,9.631,6.3,1.5
249,9.766,6.95,1.6
250,9.512,1.88,1.6
251,9.191,2.39,1.8
252,9.356,2.51,1.9
253,9.397,5.84,1.8
254,9.95,2.49,2
255,10.14,1.87,1.9
256,9.891,1.07,2
257,10.77,1.7,2.1
258,11.06,0.33,2.1
259,10.9,0.34,2.2
260,11.08,2.85,2
261,11.38,1.4,2.2
262,10.92,3.7,1.9
263,10.39,2.91,1.8
264,10.48,1.55,2.1
265,10.42,4.21,2
266,10.72,3.58,2
267,11.39,4.15,1.9
268,11.8,7.29,1.9
269,11.42,0.7,2.2
270,11.2,0.25,2.5
271,11.46,3.87,2.2
272,10.79,3.11,2
273,10.68,0.15,2.3
274,11.39,1.23,2.1
275,11.19,3.41,2.2
276,11.43,0.65,2.8
277,11.61,2.9,2.6
278,11.78,4.16,2.6
279,12.15,2.46,2.7
280,11.97,0.71,2.6
281,11.79,1.66,2.7
282,11.85,1.99,2.6
283,11.4,3.54,2.7
284,11.23,1.3,2.7
285,12.15,1.42,2.7
286,12.15,3.27,2.6
287,11.65,4.36,2.6
288,11.37,2.79,2.7
289,11.49,3.8,2.6
290,12.1,0.8,3.3
291,13.06,1.88,3
292,12.97,1.29,2.9
293,11.74,2.22,3.1
294,11.87,0.41,2.9
295,12.65,1.18,3.1
296,12.65,1.99,3
297,12.19,1.49,2.9
298,12.86,0.37,3.4
299,13.54,0.28,3.5
300,13.48,1.24,3.5
301,13.38,1.57,2.7
302,13.63,0.88,2.8
303,13.79,3.94,2.9
304,13.27,0.58,3.2
305,13.26,0.22,3.6
306,13.12,0.52,3.4
307,13.68,0.6,3.9
308,14.64,0.57,3.5
309,14.35,2.51,3.6
310,13.68,1.25,3.6
311,12.71,1.92,3.1
312,12.89,0.34,3.5
313,13.6,0.36,3.7
314,13.88,3.59,3.2
315,14.15,2.4,3.3
316,14.04,2.25,3.1
317,13.66,2.09,3.4
318,13.35,1.11,3.4
319,13.6,0.19,3.6
320,14.49,0.93,4.2
321,15.04,1.28,4.1
322,15.27,0.81,3.9
323,14.47,2.03,3.8
324,13.73,0.46,4
325,14.32,1.59,4.1
326,15.21,0.75,4.1
327,15.41,0.97,4.3
328,15.36,0.16,4.4
329,16.02,1.21,4.4
330,16.52,3.23,4.6
331,16.31,2.54,4.3
332,16.78,3.05,4.6
333,16.46,2.23,4.2
334,15.55,1.6,4.4
335,15.98,1.45,3.7
336,15.56,2.28,3.6
337,15.83,2.34,3.7
338,16.39,0.15,4.5
339,16.73,0.79,4.2
340,17.33,1.95,4.5
341,17.22,1.3,4.3
342,16.83,0.56,4
343,16.72,0.88,4.2
344,17.18,0.73,4.2
345,17.5,1.98,4
346,17.38,1.3,4.2
347,17.08,3.2,4.1
348,17.02,3.69,4
349,16.82,2.75,3.8
350,16.54,1.04,4
351,17.28,3.5,4.6
352,17.63,3.75,4.4
353,17.07,3.76,4
354,16.79,4.36,4
355,16.75,1.06,4.6
356,17,0.81,4.5
357,16.96,0.69,4.4
358,16.76,2.98,3.9
359,16.87,2.34,4.4
360,16.94,0.98,4.2
361,16.94,0.73,4.6
362,17.04,0.94,4.4
363,17.09,1.34,4.1
364,16.88,0.5,3.9
365,16.99,1.8,5
366,17.14,0.75,4.4
