Year,DOY,MeanT,Rain,MeanPET
2019,235,10.85,26.0,1.1
2019,236,7.15,1.0,0.6
2019,237,8.65,0.0,1.4
2019,238,12.65,1.0,1.3
2019,239,8.7,0.2,1.5
2019,240,8.299999999999999,0.0,1.4
2019,241,13.3,0.0,1.3
2019,242,12.100000000000001,0.0,2.3
2019,243,10.600000000000001,0.0,1.6
2019,244,8.5,0.0,1.7
2019,245,12.75,0.4,1.5
2019,246,9.05,0.2,1.1
2019,247,13.899999999999999,0.0,1.3
2019,248,16.1,1.4,2.2
2019,249,12.0,9.6,0.7
2019,250,9.9,0.4,1.2
2019,251,10.15,0.0,2.3
2019,252,9.149999999999999,0.0,1.1
2019,253,6.05,0.0,1.5
2019,254,7.550000000000001,0.0,2.0
2019,255,9.85,0.0,1.6
2019,256,12.600000000000001,0.0,1.8
2019,257,13.45,0.6,1.7
2019,258,13.95,2.0,2.0
2019,259,12.649999999999999,0.0,3.0
2019,260,14.1,4.2,2.2
2019,261,8.15,0.0,0.9
2019,262,9.15,0.0,2.1
2019,263,8.95,0.0,2.1
2019,264,9.25,0.0,1.8
2019,265,10.25,0.0,2.2
2019,266,13.45,0.0,1.5
2019,267,12.75,12.0,1.8
2019,268,8.95,1.6,0.5
2019,269,9.1,0.4,1.8
2019,270,12.0,0.0,3.8
2019,271,13.05,0.0,2.7
2019,272,13.649999999999999,0.0,2.5
2019,273,13.149999999999999,0.4,1.5
2019,274,13.3,1.4,2.0
2019,275,6.8500000000000005,13.4,1.6
2019,276,10.3,2.0,1.1
2019,277,7.1499999999999995,0.0,3.2
2019,278,11.0,0.8,2.2
2019,279,8.65,7.6,0.6
2019,280,9.8,0.0,2.6
2019,281,14.25,0.2,2.0
2019,282,13.7,0.0,1.9
2019,283,13.25,0.0,3.1
2019,284,15.75,17.0,1.3
2019,285,12.7,0.0,2.1
2019,286,12.4,0.0,3.1
2019,287,10.7,0.0,3.0
2019,288,14.5,0.2,3.1
2019,289,13.5,0.0,2.4
2019,290,13.35,0.0,3.9
2019,291,14.8,1.4,2.0
2019,292,13.8,15.0,0.9
2019,293,14.75,2.2,2.0
2019,294,13.95,0.0,2.7
2019,295,13.5,7.2,4.1
2019,296,11.55,12.2,4.3
2019,297,7.9,0.0,3.5
2019,298,10.350000000000001,0.0,2.1
2019,299,12.05,0.0,3.4
2019,300,14.35,0.0,2.8
2019,301,15.75,9.8,2.9
2019,302,14.5,0.0,3.5
2019,303,11.149999999999999,0.4,4.6
2019,304,11.95,0.4,2.1
2019,305,10.65,0.0,3.7
2019,306,11.5,0.0,3.5
2019,307,13.45,0.0,3.3
2019,308,16.35,0.0,3.8
2019,309,15.75,0.0,3.7
2019,310,15.9,0.0,3.7
2019,311,15.3,0.0,2.9
2019,312,18.1,0.0,4.3
2019,313,17.5,0.0,2.1
2019,314,19.299999999999997,0.2,2.8
2019,315,16.95,26.8,2.5
2019,316,12.649999999999999,4.8,2.4
2019,317,12.9,0.0,3.9
2019,318,15.0,4.2,3.7
2019,319,14.25,10.2,4.7
2019,320,15.05,2.0,4.4
2019,321,17.2,11.2,3.3
2019,322,15.9,18.2,1.3
2019,323,13.05,1.2,2.0
2019,324,13.8,2.2,4.4
2019,325,12.1,0.2,4.3
2019,326,14.1,0.0,4.6
2019,327,15.2,0.0,2.7
2019,328,16.450000000000003,0.0,4.5
2019,329,15.799999999999999,2.0,1.1
2019,330,15.75,0.0,5.5
2019,331,14.85,0.0,4.8
2019,332,17.85,0.0,4.6
2019,333,17.9,0.0,4.9
2019,334,16.85,0.0,5.1
2019,335,19.95,0.0,5.5
2019,336,20.25,1.8,4.4
2019,337,18.85,1.8,1.7
2019,338,19.0,18.0,3.6
2019,339,18.5,0.0,5.6
2019,340,17.5,0.0,4.1
2019,341,17.85,0.0,5.3
2019,342,19.25,10.2,3.9
2019,343,15.7,16.4,1.1
2019,344,12.25,0.0,5.4
2019,345,16.95,0.0,5.4
2019,346,16.2,0.0,5.9
2019,347,17.35,0.0,5.4
2019,348,17.75,1.0,4.3
2019,349,16.299999999999997,0.0,5.3
2019,350,18.25,1.0,5.1
2019,351,20.4,3.0,4.3
2019,352,17.25,16.6,2.5
2019,353,14.25,1.2,4.0
2019,354,16.1,11.6,4.1
2019,355,12.9,1.4,4.1
2019,356,13.45,0.0,5.3
2019,357,16.95,0.0,4.7
2019,358,17.5,0.0,4.7
2019,359,14.899999999999999,0.0,2.9
2019,360,16.8,0.0,4.8
2019,361,16.85,0.0,5.2
2019,362,16.95,2.2,5.3
2019,363,14.8,0.0,6.0
2019,364,17.3,3.0,5.5
2019,365,15.049999999999999,0.6,2.0
2020,1,17.95,0.0,5.3
2020,2,17.5,0.0,2.0
2020,3,17.9,5.4,2.0
2020,4,16.6,0.0,4.9
2020,5,15.4,0.0,5.3
2020,6,15.75,0.2,2.3
2020,7,13.0,0.0,7.3
2020,8,16.3,0.0,5.0
2020,9,15.299999999999999,0.0,4.8
2020,10,17.15,0.0,4.7
2020,11,15.6,0.0,5.4
2020,12,17.35,0.0,4.9
2020,13,19.45,1.8,6.4
2020,14,13.3,12.6,1.8
2020,15,12.0,0.0,3.4
2020,16,14.1,0.0,5.4
2020,17,14.5,0.0,5.7
2020,18,14.350000000000001,0.0,5.4
2020,19,17.1,0.0,4.9
2020,20,18.299999999999997,0.0,6.2
2020,21,18.1,0.0,5.7
2020,22,19.75,0.0,5.1
2020,23,18.3,0.0,2.9
2020,24,18.6,0.2,1.5
2020,25,19.0,0.0,5.6
2020,26,20.65,0.0,2.6
2020,27,20.15,1.8,2.5
2020,28,20.5,0.4,3.1
2020,29,19.5,4.0,1.9
2020,30,20.5,8.2,3.3
2020,31,20.05,0.0,4.4
2020,32,20.2,0.0,3.9
2020,33,20.4,0.0,3.7
2020,34,21.299999999999997,0.4,4.1
2020,35,21.95,0.0,4.4
2020,36,21.75,3.4,6.0
2020,37,17.1,0.0,5.1
2020,38,16.1,0.0,5.3
2020,39,17.6,0.0,4.7
2020,40,13.7,0.6,3.0
2020,41,15.35,0.0,4.8
2020,42,16.95,0.0,4.7
2020,43,16.65,0.0,3.5
2020,44,20.25,0.0,4.8
2020,45,16.05,0.0,2.8
2020,46,20.15,0.0,5.5
2020,47,21.700000000000003,0.0,5.0
2020,48,23.6,0.0,5.4
2020,49,21.299999999999997,0.2,1.9
2020,50,20.2,1.9733333333333334,1.9
2020,51,20.5,0.4,3.3
2020,52,18.450000000000003,0.0,5.1
2020,53,21.15,19.0,4.3
2020,54,17.75,2.4,2.6
2020,55,14.5,0.0,4.1
2020,56,15.75,0.0,4.3
2020,57,17.35,0.0,4.6
2020,58,19.25,0.0,4.7
2020,59,17.85,0.0,4.1
2020,60,20.55,4.0,4.5
2020,61,15.65,7.0,3.3
2020,62,19.05,0.0,4.2
2020,63,20.65,0.0,2.0
2020,64,21.35,7.0,2.5
2020,65,14.5,1.0,1.6
2020,66,13.899999999999999,0.0,4.2
2020,67,16.4,0.0,4.1
2020,68,16.0,0.0,3.9
2020,69,18.65,0.0,3.9
2020,70,19.4,4.8,1.9
2020,71,15.75,0.0,3.6
2020,72,12.600000000000001,0.0,2.4
2020,73,13.1,0.0,3.2
2020,74,14.25,0.0,3.4
2020,75,15.0,0.0,3.5
2020,76,17.9,0.0,3.6
2020,77,18.049999999999997,0.0,2.8
2020,78,12.0,0.0,3.7
2020,79,14.3,0.6,3.2
2020,80,17.950000000000003,0.0,1.9
2020,81,17.5,0.4,2.8
2020,82,18.1,6.4,2.8
2020,83,18.1,0.2,2.9
2020,84,14.2,10.2,1.9
2020,85,12.049999999999999,0.0,3.2
2020,86,16.25,5.2,2.6
2020,87,15.75,3.0,2.3
2020,88,13.15,10.2,1.6
2020,89,13.55,4.0,1.5
2020,90,12.65,0.0,2.1
2020,91,16.0,1.0,2.1
2020,92,15.2,0.0,2.3
2020,93,14.399999999999999,0.0,2.3
2020,94,13.95,0.0,1.8
2020,95,12.55,0.0,2.5
2020,96,15.55,0.0,2.7
2020,97,15.05,0.0,2.9
2020,98,16.35,0.0,2.4
2020,99,17.8,0.4,1.9
2020,100,13.3,0.0,1.7
2020,101,11.0,0.0,2.1
2020,102,11.299999999999999,0.0,1.9
2020,103,14.649999999999999,0.0,2.1
2020,104,18.05,18.8,2.1
2020,105,14.5,0.2,2.7
2020,106,8.85,0.0,2.6
2020,107,11.15,0.0,1.5
2020,108,15.1,0.0,1.9
2020,109,16.8,4.2,0.7
2020,110,15.1,12.0,1.2
2020,111,15.9,0.0,1.8
2020,112,13.45,0.4,1.9
2020,113,12.75,0.0,1.5
2020,114,13.9,0.0,1.2
2020,115,15.700000000000001,0.2,1.4
2020,116,15.299999999999999,0.0,1.6
2020,117,15.25,0.0,1.5
2020,118,15.15,0.0,1.6
2020,119,14.899999999999999,0.4,1.5
2020,120,12.149999999999999,0.0,1.9
2020,121,14.25,0.0,1.4
2020,122,15.2,0.0,0.5
2020,123,15.0,0.0,1.1
2020,124,17.35,1.0,2.3
2020,125,16.75,31.4,0.8
2020,126,13.899999999999999,14.8,1.1
2020,127,10.399999999999999,1.0,0.9
2020,128,9.65,0.0,1.4
2020,129,13.75,0.0,0.8
2020,130,15.7,0.0,1.4
2020,131,12.549999999999999,0.0,1.3
2020,132,15.649999999999999,0.0,1.1
2020,133,13.55,0.0,1.3
2020,134,11.950000000000001,0.0,1.1
2020,135,12.4,0.0,0.9
2020,136,12.55,0.0,1.0
2020,137,11.850000000000001,0.0,0.9
2020,138,11.549999999999999,0.0,1.0
2020,139,10.899999999999999,0.0,1.0
2020,140,10.549999999999999,0.0,0.8
2020,141,8.0,0.0,0.8
2020,142,7.3500000000000005,0.0,0.8
2020,143,9.8,0.0,0.5
2020,144,9.4,0.0,0.6
2020,145,9.9,0.0,0.7
2020,146,11.3,28.8,0.5
2020,147,11.2,1.0,0.0
2020,148,8.950000000000001,0.0,0.7
2020,149,7.85,0.0,0.6
2020,150,8.1,0.0,0.5
2020,151,13.1,2.0,0.4
2020,152,9.95,0.0,0.6
2020,153,12.55,0.0,1.1
2020,154,13.15,7.2,0.4
2020,155,13.899999999999999,0.2,0.5
2020,156,13.9,12.4,0.8
2020,157,12.0,2.52,0.0
2020,158,10.3,3.6,0.5
2020,159,9.95,0.6,0.6
2020,160,8.049999999999999,0.4,0.6
2020,161,10.3,0.0,0.7
2020,162,9.35,0.0,0.4
2020,163,10.05,0.0,0.7
2020,164,13.25,1.4,0.3
2020,165,9.2,2.2,0.5
2020,166,6.55,0.0,0.5
2020,167,8.299999999999999,0.2,0.6
2020,168,11.75,1.0,0.0
2020,169,13.399999999999999,1.4,0.6
2020,170,12.850000000000001,20.2,0.5
2020,171,13.15,30.0,0.5
2020,172,13.15,1.6,0.5
2020,173,10.85,0.0,0.5
2020,174,10.05,0.0,0.6
2020,175,9.9,0.0,0.6
2020,176,10.950000000000001,0.0,0.7
2020,177,10.25,0.0,0.9
2020,178,14.100000000000001,0.0,1.1
2020,179,14.5,0.0,1.5
2020,180,14.65,6.8,1.5
2020,181,12.05,3.0,0.8
2020,182,9.35,2.0,0.4
2020,183,6.8999999999999995,0.0,0.8
2020,184,7.050000000000001,11.0,0.7
2020,185,4.5,0.0,0.5
2020,186,6.75,0.8,0.5
2020,187,10.85,0.0,0.3
2020,188,12.649999999999999,1.8,1.3
2020,189,11.25,17.4,0.7
2020,190,10.7,14.6,0.8
2020,191,7.15,3.0,0.4
2020,192,5.25,1.4,0.9
2020,193,9.35,0.0,0.7
2020,194,11.7,0.2,0.8
2020,195,10.75,9.2,1.0
2020,196,6.8500000000000005,0.2,0.4
2020,197,8.2,0.0,0.5
2020,198,6.95,0.0,0.5
2020,199,7.85,0.2,0.5
2020,200,11.25,0.6,0.7
2020,201,11.3,0.4,0.5
2020,202,10.5,0.0,0.9
2020,203,13.600000000000001,2.0,1.0
2020,204,10.35,12.8,0.3
2020,205,9.8,3.6,0.9
2020,206,10.75,0.8,1.1
2020,207,7.4,0.0,1.2
2020,208,8.549999999999999,0.0,0.7
2020,209,7.800000000000001,0.0,0.8
2020,210,9.100000000000001,0.2,0.8
2020,211,10.55,0.0,0.8
2020,212,8.7,0.0,0.7
2020,213,10.5,0.0,0.8
2020,214,10.75,0.0,0.8
2020,215,9.3,0.0,0.7
2020,216,10.2,0.0,0.9
2020,217,9.149999999999999,0.0,0.7
2020,218,11.0,0.0,0.6
2020,219,10.05,0.0,0.7
2020,220,12.399999999999999,10.4,1.3
2020,221,10.5,1.4,0.7
2020,222,8.0,0.0,1.1
2020,223,10.0,0.2,1.5
2020,224,12.3,0.2,1.2
2020,225,11.4,2.4,0.8
2020,226,9.15,0.0,1.2
2020,227,7.65,0.0,0.7
2020,228,5.9,0.2,0.9
2020,229,4.550000000000001,0.0,1.0
2020,230,5.75,0.0,1.1
2020,231,6.699999999999999,0.2,1.2
2020,232,10.85,0.0,1.6
2020,233,13.35,8.2,1.1
2020,234,13.5,11.8,1.1
2020,235,13.6,4.0,1.4
2020,236,10.5,0.2,1.4
2020,237,14.399999999999999,14.4,1.3
2020,238,12.2,9.6,1.3
2020,239,11.0,4.8,1.3
2020,240,9.2,0.0,1.5
2020,241,8.35,0.0,1.6
2020,242,11.25,0.6,1.4
2020,243,14.399999999999999,0.0,1.7
2020,244,13.350000000000001,0.8,1.8
2020,245,13.100000000000001,0.6,1.2
2020,246,10.5,7.8,1.2
2020,247,5.85,1.4,0.7
2020,248,6.35,0.0,1.7
2020,249,10.05,0.4,1.4
2020,250,12.45,2.6,0.6
2020,251,12.5,7.4,1.3
2020,252,7.8,0.0,2.7
2020,253,10.6,0.2,1.7
2020,254,11.45,1.8,0.9
2020,255,8.55,33.0,0.9
2020,256,6.05,0.8,1.7
2020,257,10.2,0.0,2.1
2020,258,13.100000000000001,0.0,1.6
2020,259,14.15,4.8,2.3
2020,260,12.55,6.4,3.4
2020,261,13.05,0.2,4.0
2020,262,13.3,13.0,3.2
2020,263,9.9,12.6,1.4
2020,264,9.55,0.6,1.5
2020,265,10.5,0.0,2.3
2020,266,13.8,0.4,2.2
2020,267,14.0,0.0,2.4
2020,268,14.2,23.4,1.0
2020,269,14.2,0.2,0.9
2020,270,14.1,0.0,2.9
2020,271,15.65,30.8,3.1
2020,272,13.35,7.6,3.0
2020,273,10.95,2.8,5.0
2020,274,7.25,0.0,3.9
2020,275,7.75,0.0,2.8
2020,276,11.75,2.8,2.8
2020,277,12.45,0.0,2.3
2020,278,14.45,0.2,2.5
2020,279,15.05,0.0,2.7
2020,280,15.25,0.0,3.4
2020,281,14.45,0.4,3.9
2020,282,12.049999999999999,0.0,3.6
2020,283,9.049999999999999,0.0,2.9
2020,284,12.75,0.0,3.7
2020,285,13.05,0.0,3.1
2020,286,16.35,3.2,3.2
2020,287,13.9,18.6,1.1
2020,288,14.25,0.0,3.1
2020,289,12.9,0.2,2.6
2020,290,6.65,0.0,3.8
2020,291,9.8,0.0,3.2
2020,292,10.55,0.0,2.1
2020,293,14.95,0.8,2.3
2020,294,15.55,4.0,1.8
2020,295,13.049999999999999,0.0,2.8
2020,296,14.200000000000001,0.0,3.3
2020,297,13.35,0.0,4.4
2020,298,14.549999999999999,0.0,4.0
2020,299,17.05,0.2,2.9
2020,300,18.0,0.0,3.3
2020,301,17.4,5.6,4.0
2020,302,12.850000000000001,34.2,0.6
2020,303,15.399999999999999,0.0,3.4
2020,304,15.1,2.0,1.3
2020,305,18.15,2.2,3.2
2020,306,16.35,2.4,2.0
2020,307,15.0,0.0,5.3
2020,308,14.8,2.76,2.1
2020,309,17.15,3.066666666666667,3.1633333333333336
2020,310,20.15,0.0,3.256666666666667
2020,311,19.0,2.433333333333333,2.5
2020,312,17.85,4.16,4.0
2020,313,17.35,4.6,2.2
2020,314,14.05,0.4,3.8
2020,315,12.4,2.14,2.5
2020,316,13.45,0.0,3.7
2020,317,13.149999999999999,0.0,4.3
2020,318,15.65,0.0,4.0
2020,319,14.8,0.4,2.1
2020,320,16.5,0.0,4.5
2020,321,17.8,0.0,4.3
2020,322,16.8,2.6,3.6
2020,323,17.2,3.6,3.5
2020,324,14.55,6.6,2.8
2020,325,11.5,0.0,6.2
2020,326,15.350000000000001,1.0,4.5
2020,327,14.35,1.0,2.6
2020,328,10.4,0.0,5.5
2020,329,12.399999999999999,0.0,3.7
2020,330,16.65,5.2,3.81
2020,331,15.5,23.8,2.1
2020,332,18.75,0.6,2.8
2020,333,12.55,5.4,3.2
2020,334,14.15,29.0,5.0
2020,335,16.9,17.4,4.3
2020,336,15.9,19.2,1.8
2020,337,10.75,0.0,5.5
2020,338,16.299999999999997,4.2,3.8
2020,339,15.7,0.0,6.4
2020,340,15.95,0.0,5.3
2020,341,13.35,2.0,2.7
2020,342,16.200000000000003,12.4,5.0
2020,343,16.75,13.6,0.9
2020,344,17.35,16.0,0.6
2020,345,19.5,22.8,1.7
2020,346,18.5,0.2,3.4
2020,347,15.6,0.2,4.8
2020,348,14.100000000000001,0.0,6.4
2020,349,13.3,0.0,3.3
2020,350,13.399999999999999,0.0,5.5
2020,351,16.95,0.0,5.3
2020,352,16.8,0.0,3.3
2020,353,16.65,0.0,4.9
2020,354,18.75,0.0,5.1
2020,355,16.549999999999997,0.0,3.8
2020,356,18.65,0.0,4.3
2020,357,19.25,0.0,2.5
2020,358,18.65,7.4,2.2
2020,359,17.25,57.0,1.5
2020,360,16.7,5.8,2.6
2020,361,16.6,0.8,5.9
2020,362,13.6,0.0,5.4
2020,363,12.85,0.4,4.0
2020,364,12.7,0.0,5.1
2020,365,13.55,0.0,3.5
2020,366,13.600000000000001,0.0,5.3
2021,1,16.9,0.0,6.0
2021,2,18.05,0.0,5.5
2021,3,19.85,2.4,4.3
2021,4,17.799999999999997,0.2,3.4
2021,5,15.5,0.0,5.8
2021,6,20.35,0.0,5.3
2021,7,19.55,0.0,5.4
2021,8,19.4,36.2,2.4
2021,9,19.299999999999997,0.0,5.4
2021,10,18.2,0.0,4.4
2021,11,18.35,0.0,3.6
2021,12,19.05,0.0,5.0
2021,13,19.7,0.0,5.3
2021,14,18.8,0.0,5.7
2021,15,18.1,0.0,5.9
2021,16,19.1,0.0,5.7
2021,17,20.25,0.0,3.6
2021,18,19.5,16.4,4.4
2021,19,17.9,0.2,7.2
2021,20,16.8,4.2,5.8
2021,21,13.95,6.2,5.7
2021,22,14.649999999999999,0.0,4.7
2021,23,17.9,0.0,5.0
2021,24,18.1,1.2,4.4
2021,25,17.35,0.0,4.0
2021,26,18.6,0.0,4.8
2021,27,19.85,0.0,5.6
2021,28,19.8,0.0,3.5
2021,29,15.350000000000001,0.0,2.9
2021,30,12.700000000000001,0.0,4.1
2021,31,13.25,0.0,3.8
2021,32,15.350000000000001,0.0,5.2
2021,33,16.049999999999997,0.0,5.1
2021,34,16.2,0.0,5.5
2021,35,17.4,0.0,5.4
2021,36,15.0,0.0,4.8
2021,37,14.5,0.0,4.4
2021,38,15.399999999999999,0.0,3.9
2021,39,19.3,0.0,5.3
2021,40,19.450000000000003,0.0,5.2
2021,41,21.35,5.2,4.7
2021,42,14.9,5.0,2.3
2021,43,16.2,0.0,5.2
2021,44,15.4,0.0,4.8
2021,45,17.15,0.0,4.3
2021,46,17.8,0.0,3.7
2021,47,18.55,27.8,1.9
2021,48,13.350000000000001,0.0,3.7
2021,49,12.95,0.0,4.7
2021,50,13.85,0.0,4.4
2021,51,16.1,0.0,4.4
2021,52,16.8,0.0,3.7
2021,53,16.35,0.0,4.6
2021,54,18.45,0.0,4.6
2021,55,19.9,0.0,4.6
2021,56,20.799999999999997,0.0,5.5
2021,57,20.95,0.0,3.5
